feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
ENSG00000057468	dex	untrt	0.636996373754592	0.475492797750708	0.228865595058719	0.505101045838893	CPLM	1.99	8	8	0
ENSG00000005882	dex	untrt	0.0793124352490678	0.0593613573370015	0.229958326110939	0.505163082127966	CPLM	1.99	8	8	0
ENSG00000006715	dex	untrt	0.0768633797703696	0.0574807202188358	0.229617884679271	0.505163082127966	CPLM	1.99	8	8	0
ENSG00000029153	dex	untrt	0.0503224624375959	0.0379220941296143	0.232772890628352	0.50949034613817	CPLM	1.01	8	8	0
ENSG00000056998	dex	untrt	-0.14579043447911	0.109925999162164	0.233001907506813	0.50949034613817	CPLM	1.99	8	8	0
ENSG00000050426	dex	untrt	0.103966696119013	0.0785389713121013	0.233781403920121	0.510019660506194	CPLM	1.99	8	8	0
ENSG00000003249	dex	untrt	0.249662676237246	0.189785796185651	0.236373662360061	0.511914353708286	CPLM	1.99	8	8	0
ENSG00000007001	dex	untrt	0.939038977808723	0.716433767336935	0.237886438340732	0.511914353708286	CPLM	1.046	8	6	25
ENSG00000012983	dex	untrt	0.10323890423398	0.0784202774884957	0.236063244094954	0.511914353708286	CPLM	1.99	8	8	0
ENSG00000034063	dex	untrt	0.32491252591721	0.247268712197531	0.236844299456021	0.511914353708286	CPLM	1.01	8	8	0
ENSG00000038219	dex	untrt	0.0956934744914304	0.0729404931342593	0.237497939045939	0.511914353708286	CPLM	1.847	8	8	0
ENSG00000062370	dex	untrt	-0.105189974192347	0.079753660807778	0.235291620986037	0.511914353708286	CPLM	1.01	8	8	0
ENSG00000049247	dex	untrt	1.34228543757949	1.02700124690597	0.239068004022047	0.5132930674591	CPLM	1.102	8	3	62
ENSG00000005073	dex	untrt	1.03637696113763	0.795878081533903	0.240605784801491	0.514267769767151	CPLM	1.01	8	4	50
ENSG00000066336	dex	untrt	1.03308767249494	0.792867599016756	0.240351014370268	0.514267769767151	CPLM	1.01	8	5	38
ENSG00000010404	dex	untrt	-0.109150629115907	0.084574335595861	0.244344720315244	0.516523763077368	CPLM	1.01	8	8	0
ENSG00000054793	dex	untrt	-0.117360544248359	0.0908220827773056	0.24382086806212	0.516523763077368	CPLM	1.01	8	8	0
ENSG00000058668	dex	untrt	0.126263135736536	0.0973897554861311	0.24244042395341	0.516523763077368	CPLM	1.99	8	8	0
ENSG00000060069	dex	untrt	-0.161335432349122	0.124627033762437	0.243062395421574	0.516523763077368	CPLM	1.99	8	8	0
ENSG00000062822	dex	untrt	0.237967595123639	0.1844036504802	0.244382686640399	0.516523763077368	CPLM	1.01	8	8	0
ENSG00000030419	dex	untrt	-0.210913008512926	0.164253544131534	0.246469643573157	0.519777092779836	CPLM	1.99	8	8	0
ENSG00000046889	dex	untrt	0.816733999862647	0.638483530324605	0.248075091578434	0.520847924575076	CPLM	1.99	8	8	0
ENSG00000048392	dex	untrt	0.0860660896242627	0.067248537415696	0.247863501552575	0.520847924575076	CPLM	1.99	8	8	0
ENSG00000001460	dex	untrt	0.120607665516366	0.0945107551041536	0.24908122843179	0.521757287186426	CPLM	1.99	8	8	0
ENSG00000023445	dex	untrt	-0.360575734278377	0.282907978398538	0.249607806514897	0.521757287186426	CPLM	1.99	8	8	0
ENSG00000005339	dex	untrt	0.101502329471212	0.0798058109865966	0.250491836757903	0.52245440238077	CPLM	1.99	8	8	0
ENSG00000065320	dex	untrt	-0.322816467858332	0.254492254667598	0.25162064962817	0.523657887055118	CPLM	1.99	8	8	0
ENSG00000013374	dex	untrt	-0.0798279467473248	0.0635076079264082	0.255475813371572	0.528524563469866	CPLM	1.99	8	8	0
ENSG00000040633	dex	untrt	0.200934174913867	0.15991242497833	0.255629899507554	0.528524563469866	CPLM	1.99	8	8	0
ENSG00000054523	dex	untrt	-0.077934658311345	0.06201031228588	0.255536901858586	0.528524563469866	CPLM	1.01	8	8	0
ENSG00000049245	dex	untrt	-0.0672113098459565	0.0536928384040532	0.25724028070252	0.530697883449329	CPLM	1.01	8	8	0
ENSG00000019582	dex	untrt	0.490249176830714	0.392586662217323	0.258264012975332	0.531654117816899	CPLM	1.99	8	8	0
ENSG00000009844	dex	untrt	0.0749524970149282	0.0606299498186712	0.262570415813668	0.539349187461408	CPLM	1.99	8	8	0
ENSG00000013016	dex	untrt	-0.355259177459973	0.287888337344247	0.263336528192954	0.539754568585559	CPLM	1.99	8	8	0
ENSG00000006047	dex	untrt	1.54240763061526	1.2627057139119	0.267705768354687	0.547527530535772	CPLM	1.01	8	4	50
ENSG00000017373	dex	untrt	-0.75908876108297	0.624009034778489	0.269483862202329	0.549978892967764	CPLM	1.01	8	5	38
ENSG00000049768	dex	untrt	-0.265919028207538	0.219752985220819	0.271753042523211	0.5534198226492	CPLM	1.01	8	8	0
ENSG00000023516	dex	untrt	0.0718958527866022	0.0603162679318952	0.278271372962798	0.565480798590355	CPLM	1.99	8	8	0
ENSG00000041802	dex	untrt	-0.0974361189012303	0.0823532172443104	0.281500597505436	0.57082065605269	CPLM	1.99	8	8	0
ENSG00000066427	dex	untrt	0.0899974162513792	0.0762955864596246	0.282811315826867	0.572255732877818	CPLM	1.01	8	8	0
ENSG00000039650	dex	untrt	0.202577877546685	0.174818090640372	0.290572505560295	0.585463498464373	CPLM	1.01	8	8	0
ENSG00000066382	dex	untrt	0.819806960536164	0.70711136580095	0.290352788465363	0.585463498464373	CPLM	1.279	8	6	25
ENSG00000009790	dex	untrt	0.210313201423115	0.182583122927205	0.293193398131801	0.587005347736454	CPLM	1.99	8	8	0
ENSG00000025293	dex	untrt	0.109639556502035	0.0951393405070718	0.292990378226297	0.587005347736454	CPLM	1.01	8	8	0
ENSG00000047188	dex	untrt	-0.110393104290325	0.0955741369181247	0.291987478888983	0.587005347736454	CPLM	1.01	8	8	0
ENSG00000011523	dex	untrt	-0.0788214259343313	0.0687274597407656	0.295103351662296	0.588587577731676	CPLM	1.01	8	8	0
ENSG00000056558	dex	untrt	-0.175539660795283	0.153101981499974	0.295224116965519	0.588587577731676	CPLM	1.99	8	8	0
ENSG00000040275	dex	untrt	0.16899020359872	0.148259758086891	0.297808285473383	0.592494890805536	CPLM	1.893	8	8	0
ENSG00000007516	dex	untrt	-0.210351155981463	0.186154235025592	0.301622522094154	0.597577815171926	CPLM	1.853	8	8	0
ENSG00000038295	dex	untrt	0.859899537624369	0.760710762992082	0.301464206198774	0.597577815171926	CPLM	1.06	8	6	25
ENSG00000038945	dex	untrt	0.496660696556118	0.440686383971047	0.302780407439671	0.598413959920427	CPLM	1.824	8	8	0
ENSG00000055118	dex	untrt	0.863240464959715	0.766865884287354	0.303305705713093	0.598413959920427	CPLM	1.99	8	8	0
ENSG00000006042	dex	untrt	0.056495125779964	0.0507251581320515	0.308003537128738	0.605166370052118	CPLM	1.99	8	8	0
ENSG00000007237	dex	untrt	0.843558412881506	0.757307716911352	0.307947395959459	0.605166370052118	CPLM	1.99	8	8	0
ENSG00000002822	dex	untrt	0.124907464281092	0.112803110366689	0.310567854232797	0.608919083641358	CPLM	1.01	8	8	0
ENSG00000014919	dex	untrt	0.100826921563111	0.0911857333558552	0.311196791955805	0.608919083641358	CPLM	1.01	8	8	0
ENSG00000014641	dex	untrt	0.0907355062794769	0.0825965068879948	0.31408443825615	0.61204544539032	CPLM	1.01	8	8	0
ENSG00000049192	dex	untrt	0.27974432609446	0.254353338072332	0.313566317070502	0.61204544539032	CPLM	1.01	8	8	0
ENSG00000049319	dex	untrt	-0.981309086610362	0.894894816021579	0.314881568401124	0.612341410681694	CPLM	1.01	8	4	50
ENSG00000003989	dex	untrt	-0.491124813641487	0.449819790043861	0.316800037317907	0.61331761748244	CPLM	1.434	8	8	0
ENSG00000006534	dex	untrt	-0.267130001762568	0.244486480734895	0.316479094950607	0.61331761748244	CPLM	1.99	8	8	0
ENSG00000013588	dex	untrt	0.211324464244199	0.193779686385825	0.31732239218533	0.61331761748244	CPLM	1.01	8	8	0
ENSG00000056050	dex	untrt	0.150619388885417	0.138371454116997	0.318146401911655	0.613660437833659	CPLM	1.99	8	8	0
ENSG00000003436	dex	untrt	0.179989748033171	0.1656868010195	0.319039454064388	0.614134770602646	CPLM	1.99	8	8	0
ENSG00000017427	dex	untrt	0.378718880740318	0.350855273132175	0.32187083406096	0.617081659644144	CPLM	1.011	8	8	0
ENSG00000037280	dex	untrt	-0.91969082938084	0.851317545631795	0.321501479414093	0.617081659644144	CPLM	1.101	8	5	38
ENSG00000064607	dex	untrt	0.115407076787268	0.107664053029893	0.324966983514883	0.621761426120209	CPLM	1.01	8	8	0
ENSG00000009954	dex	untrt	0.0631889976398786	0.0592256322741741	0.327044681495331	0.621941480027129	CPLM	1.99	8	8	0
ENSG00000034510	dex	untrt	0.114985689225624	0.107494216926146	0.325891100264857	0.621941480027129	CPLM	1.99	8	8	0
ENSG00000036672	dex	untrt	-0.346737518479597	0.325455835081282	0.32768255006698	0.621941480027129	CPLM	1.01	8	8	0
ENSG00000044115	dex	untrt	-0.0457290776019781	0.0428454321203621	0.326884814125151	0.621941480027129	CPLM	1.99	8	8	0
ENSG00000042429	dex	untrt	-0.0992831542366526	0.0936111270378673	0.329690737487517	0.624504011727852	CPLM	1.01	8	8	0
ENSG00000026036	dex	untrt	0.264181335112838	0.250448512404608	0.332113704409724	0.627840449172965	CPLM	1.414	8	8	0
ENSG00000005156	dex	untrt	0.26958786542914	0.256527636402016	0.333771981904668	0.628471450054624	CPLM	1.99	8	8	0
ENSG00000055732	dex	untrt	0.272395257834248	0.259161833092345	0.333708081093675	0.628471450054624	CPLM	1.01	8	8	0
ENSG00000026559	dex	untrt	0.386074164005281	0.371036654226006	0.338195515344625	0.629885804543111	CPLM	1.011	8	8	0
ENSG00000029559	dex	untrt	1.59260673337775	1.52401435070063	0.336281383812333	0.629885804543111	CPLM	1.291	8	2	75
ENSG00000039600	dex	untrt	-0.220033314039898	0.210400715149248	0.335951333903796	0.629885804543111	CPLM	1.99	8	8	0
ENSG00000042781	dex	untrt	0.395867300375014	0.380658216677186	0.338441297101521	0.629885804543111	CPLM	1.01	8	7	12
ENSG00000042980	dex	untrt	-0.523062287726472	0.503038924596553	0.338505543010523	0.629885804543111	CPLM	1.99	8	8	0
ENSG00000065548	dex	untrt	0.106306263973471	0.101970002995664	0.337341269521707	0.629885804543111	CPLM	1.99	8	8	0
ENSG00000059728	dex	untrt	0.120456205261382	0.116158496699834	0.33971007334009	0.630890136203024	CPLM	1.99	8	8	0
ENSG00000066654	dex	untrt	0.0605988590339998	0.058644676217778	0.341293345191874	0.632592548021658	CPLM	1.01	8	8	0
ENSG00000036054	dex	untrt	-0.0986613113765756	0.0957750474887501	0.3426705537383	0.632835838203535	CPLM	1.01	8	8	0
ENSG00000061938	dex	untrt	0.170133549369233	0.165188915753016	0.342758293821514	0.632835838203535	CPLM	1.01	8	8	0
ENSG00000039523	dex	untrt	-0.125499879517963	0.122288281688223	0.34435063288076	0.633311532177987	CPLM	1.01	8	8	0
ENSG00000062582	dex	untrt	0.298073152603869	0.290060732519452	0.343759653062209	0.633311532177987	CPLM	1.99	8	8	0
ENSG00000034677	dex	untrt	-0.109153667345006	0.106731225330481	0.345903207355113	0.634936448317219	CPLM	1.99	8	8	0
ENSG00000039319	dex	untrt	0.118717528365436	0.116315719915989	0.346797284495378	0.635348693023385	CPLM	1.99	8	8	0
ENSG00000007080	dex	untrt	-0.147695074922288	0.145227723564272	0.348399818344521	0.637054773813007	CPLM	1.741	8	8	0
ENSG00000006695	dex	untrt	-0.127058393190396	0.125328184985359	0.349799009206828	0.637157888171363	CPLM	1.99	8	8	0
ENSG00000065357	dex	untrt	0.0923051318182431	0.0909467487782255	0.349301672631352	0.637157888171363	CPLM	1.01	8	8	0
ENSG00000054967	dex	untrt	0.264620196822486	0.262146864841334	0.351726874503277	0.63944215307205	CPLM	1.99	8	8	0
ENSG00000052723	dex	untrt	0.0710171195472795	0.0705736884459171	0.353122376762931	0.640718228135279	CPLM	1.01	8	8	0
ENSG00000062598	dex	untrt	-0.0859124196663741	0.0855017088937308	0.353779084871324	0.640718228135279	CPLM	1.99	8	8	0
ENSG00000050405	dex	untrt	0.187284488925414	0.187375400318071	0.356134266053091	0.643755082827397	CPLM	1.99	8	8	0
ENSG00000054598	dex	untrt	0.15148078076619	0.151884270554323	0.357104841024678	0.644282308236539	CPLM	1.99	8	8	0
ENSG00000047410	dex	untrt	0.0449861945494915	0.0454870197610716	0.360858484367791	0.648761188059743	CPLM	1.99	8	8	0
ENSG00000065268	dex	untrt	-0.195825171496639	0.198047916051563	0.360954591460005	0.648761188059743	CPLM	1.01	8	8	0
ENSG00000047597	dex	untrt	-0.756715208618029	0.768050729363568	0.362552988706519	0.650402242499974	CPLM	1.01	8	5	38
ENSG00000008323	dex	untrt	-0.366392625181173	0.373747938500852	0.364787088529017	0.652518234543416	CPLM	1.99	8	8	0
ENSG00000062038	dex	untrt	-0.469002815690196	0.47876193462652	0.36510767391207	0.652518234543416	CPLM	1.01	8	7	12
ENSG00000005243	dex	untrt	0.0995859970489501	0.102339477708467	0.368087059970887	0.654178383698004	CPLM	1.99	8	8	0
ENSG00000007402	dex	untrt	-0.29025820048663	0.29921892916499	0.369483259917945	0.654178383698004	CPLM	1.99	8	8	0
ENSG00000007541	dex	untrt	-0.10748862018668	0.110705490248174	0.369074690124639	0.654178383698004	CPLM	1.01	8	8	0
ENSG00000051523	dex	untrt	-0.150950785474827	0.155609083411288	0.369478127358299	0.654178383698004	CPLM	1.01	8	8	0
ENSG00000055483	dex	untrt	-0.10836398960238	0.111513386617387	0.368700238199444	0.654178383698004	CPLM	1.01	8	8	0
ENSG00000052802	dex	untrt	0.134621304144559	0.139191650143929	0.370812688794737	0.655309574797403	CPLM	1.01	8	8	0
ENSG00000006468	dex	untrt	0.227601352001935	0.236885927423186	0.373753477350148	0.658055751401281	CPLM	1.99	8	8	0
ENSG00000065609	dex	untrt	-1.16104141295139	1.20755785235568	0.373441303510576	0.658055751401281	CPLM	1.01	8	3	62
ENSG00000012963	dex	untrt	0.108469004386005	0.113085763924748	0.374510644477569	0.658167780757801	CPLM	1.99	8	8	0
ENSG00000005194	dex	untrt	-0.0720796834467178	0.0756956707689173	0.377748069196408	0.662630162046933	CPLM	1.01	8	8	0
ENSG00000056972	dex	untrt	-0.130958001595033	0.137770021207533	0.378532059938769	0.662780304210132	CPLM	1.99	8	8	0
ENSG00000055917	dex	untrt	-0.0577544848771297	0.0612172190189654	0.381879086350298	0.666182450269178	CPLM	1.99	8	8	0
ENSG00000062725	dex	untrt	0.0987482312017907	0.104627054313716	0.381701594558906	0.666182450269178	CPLM	1.99	8	8	0
ENSG00000007174	dex	untrt	0.628142632330099	0.669739245227524	0.384501161259801	0.66952587529459	CPLM	1.01	8	5	38
ENSG00000018510	dex	untrt	-0.0684135363620344	0.0734001833035562	0.387273111476523	0.671069505610561	CPLM	1.99	8	8	0
ENSG00000058404	dex	untrt	0.627964278305861	0.672721353135732	0.386602899231413	0.671069505610561	CPLM	1.01	8	6	25
ENSG00000065675	dex	untrt	-0.981870621379944	1.05399832642867	0.387509050658153	0.671069505610561	CPLM	1.01	8	4	50
ENSG00000005436	dex	untrt	-0.0692314492890109	0.0750749431671296	0.392015052810821	0.676404154759035	CPLM	1.99	8	8	0
ENSG00000008516	dex	untrt	0.378216638265593	0.409742221806373	0.391584226461316	0.676404154759035	CPLM	1.01	8	7	12
ENSG00000049618	dex	untrt	0.109428801895703	0.119022779699069	0.393350470489669	0.677476581660066	CPLM	1.084	8	8	0
ENSG00000006128	dex	untrt	-1.54711467278775	1.69334448918994	0.396132609861951	0.68103233108513	CPLM	1.281	8	2	75
ENSG00000007255	dex	untrt	-0.13880945677757	0.152268587629249	0.397120995558653	0.681232970791183	CPLM	1.01	8	8	0
ENSG00000037897	dex	untrt	0.170144819692747	0.186879975655871	0.397685000862292	0.681232970791183	CPLM	1.99	8	8	0
ENSG00000011007	dex	untrt	-0.0905774357796222	0.101137710885271	0.404969128469184	0.683306897375702	CPLM	1.01	8	8	0
ENSG00000012211	dex	untrt	-0.104619454873528	0.116472799188181	0.403665343446245	0.683306897375702	CPLM	1.01	8	8	0
ENSG00000027847	dex	untrt	0.110857585306466	0.123634411731159	0.40444084422383	0.683306897375702	CPLM	1.778	8	8	0
ENSG00000050438	dex	untrt	0.240188212615968	0.266406878597405	0.402017356333121	0.683306897375702	CPLM	1.523	8	8	0
ENSG00000053524	dex	untrt	-0.409418789555904	0.458807518218502	0.406565741834304	0.683306897375702	CPLM	1.022	8	8	0
ENSG00000055044	dex	untrt	-0.0858009041583238	0.0960941574271914	0.406303750734135	0.683306897375702	CPLM	1.99	8	8	0
ENSG00000057593	dex	untrt	-0.379530562099919	0.41959427206142	0.400579713884642	0.683306897375702	CPLM	1.01	8	8	0
ENSG00000058804	dex	untrt	0.102135763473265	0.114521422488475	0.40681601371683	0.683306897375702	CPLM	1.01	8	8	0
ENSG00000062485	dex	untrt	0.0913920892413565	0.101550571144957	0.402811806948491	0.683306897375702	CPLM	1.01	8	8	0
ENSG00000065883	dex	untrt	-0.061732352109847	0.0687384149114144	0.403741315082606	0.683306897375702	CPLM	1.99	8	8	0
ENSG00000065978	dex	untrt	0.0857378577691369	0.0951499713860972	0.402264153951481	0.683306897375702	CPLM	1.01	8	8	0
ENSG00000023572	dex	untrt	-0.136562702975177	0.15353543549189	0.40800289820738	0.684089665015555	CPLM	1.01	8	8	0
ENSG00000011260	dex	untrt	-0.133319703957421	0.150477555914879	0.409730760979025	0.685775118464011	CPLM	1.01	8	8	0
ENSG00000015133	dex	untrt	-0.340542688186497	0.385739422753289	0.411299248208268	0.68718835660149	CPLM	1.016	8	8	0
ENSG00000052850	dex	untrt	1.023139305986	1.16112781665825	0.412134065265453	0.687372984071907	CPLM	1.436	8	5	38
ENSG00000065057	dex	untrt	0.0913032884458848	0.103984275438761	0.413691659693653	0.688760324647853	CPLM	1.01	8	8	0
ENSG00000003056	dex	untrt	0.0799240680775524	0.0914534489802766	0.415759893863609	0.690991487349501	CPLM	1.605	8	8	0
ENSG00000064300	dex	untrt	-0.655935367762613	0.757122629168059	0.419587126475385	0.696133187106889	CPLM	1.101	8	5	38
ENSG00000005486	dex	untrt	0.105500867735133	0.122504980718821	0.422205963867739	0.699255601588977	CPLM	1.99	8	8	0
ENSG00000025796	dex	untrt	0.0704005190378239	0.0819823500251665	0.423464128478807	0.699846603016971	CPLM	1.964	8	8	0
ENSG00000050748	dex	untrt	0.0440863307600513	0.0514063938332159	0.424037720479197	0.699846603016971	CPLM	1.01	8	8	0
ENSG00000018625	dex	untrt	0.690464434659953	0.815225512397007	0.429498734207467	0.706402597509335	CPLM	1.99	8	8	0
ENSG00000026652	dex	untrt	0.153761163490321	0.181422463247994	0.429205083116558	0.706402597509335	CPLM	1.99	8	8	0
ENSG00000047617	dex	untrt	-0.239857973351287	0.285198369713249	0.432568934404051	0.710221312715301	CPLM	1.01	8	8	0
ENSG00000015171	dex	untrt	0.0542386652144466	0.0646563369502456	0.43368176857633	0.710818650049978	CPLM	1.99	8	8	0
ENSG00000005469	dex	untrt	0.174790707235009	0.20963024342205	0.436320800229038	0.71083118447969	CPLM	1.01	8	8	0
ENSG00000052795	dex	untrt	-0.0887275440541363	0.106334776887826	0.436001624707279	0.71083118447969	CPLM	1.99	8	8	0
ENSG00000056097	dex	untrt	-0.0768591461079479	0.0918530301660933	0.434780424497477	0.71083118447969	CPLM	1.99	8	8	0
ENSG00000065911	dex	untrt	-0.16084084233547	0.193061757891145	0.436685543257808	0.71083118447969	CPLM	1.99	8	8	0
ENSG00000008300	dex	untrt	-0.15252460221347	0.183466570001986	0.437603363442729	0.711105465594435	CPLM	1.99	8	8	0
ENSG00000025800	dex	untrt	-0.0664236452286913	0.0806290846585713	0.441552148862503	0.713855177632905	CPLM	1.99	8	8	0
ENSG00000048544	dex	untrt	0.0770493009960619	0.0934900699346375	0.441380258722047	0.713855177632905	CPLM	1.01	8	8	0
ENSG00000064270	dex	untrt	-0.469606963280231	0.569073172425904	0.440818076997658	0.713855177632905	CPLM	1.01	8	7	12
ENSG00000054690	dex	untrt	0.311640142267034	0.379084717046943	0.442463806851814	0.714112504595869	CPLM	1.166	8	8	0
ENSG00000006744	dex	untrt	-0.0766504939776935	0.0934218983647057	0.443312104348812	0.714266871013621	CPLM	1.01	8	8	0
ENSG00000006007	dex	untrt	-0.0788135960377499	0.0964013332505878	0.444854375358876	0.714857808847041	CPLM	1.99	8	8	0
ENSG00000007314	dex	untrt	0.62462134929916	0.764594635294555	0.44518542152645	0.714857808847041	CPLM	1.01	8	5	38
ENSG00000023892	dex	untrt	0.315440695630076	0.387292998171599	0.446486367969673	0.715735748654087	CPLM	1.99	8	8	0
ENSG00000035862	dex	untrt	-0.0614626127716011	0.0761863221810111	0.450601753750712	0.721114779611173	CPLM	1.01	8	8	0
ENSG00000024422	dex	untrt	-0.0889367483702397	0.111368623104715	0.454973204309219	0.725663144352015	CPLM	1.99	8	8	0
ENSG00000047849	dex	untrt	-0.0587166343574307	0.0734636540945728	0.454607227560369	0.725663144352015	CPLM	1.864	8	8	0
ENSG00000012174	dex	untrt	-0.0452532810764072	0.0568094818380734	0.456049248513485	0.726158954428351	CPLM	1.99	8	8	0
ENSG00000065613	dex	untrt	-0.0433972359563015	0.0546797552778044	0.457622197397118	0.727442990502286	CPLM	1.99	8	8	0
ENSG00000018869	dex	untrt	0.0986011643494621	0.125776877262772	0.462892346271313	0.734590027778389	CPLM	1.01	8	8	0
ENSG00000054148	dex	untrt	0.170914294346473	0.219072824468037	0.464944735639794	0.736615282340842	CPLM	1.01	8	8	0
ENSG00000003509	dex	untrt	0.0736537814010428	0.0955149051603764	0.46990168329265	0.741991177112686	CPLM	1.01	8	8	0
ENSG00000039123	dex	untrt	0.046376474638667	0.060049257933303	0.469251034046814	0.741991177112686	CPLM	1.01	8	8	0
ENSG00000005020	dex	untrt	-0.111659771836964	0.145500368060048	0.47194176414756	0.743974641488429	CPLM	1.99	8	8	0
ENSG00000046604	dex	untrt	0.512981445784751	0.672150042279243	0.474275797261257	0.74431228981413	CPLM	1.555	8	7	12
ENSG00000047346	dex	untrt	0.0802762231858415	0.105430285110328	0.475261480625013	0.74431228981413	CPLM	1.99	8	8	0
ENSG00000054356	dex	untrt	0.441191089635911	0.577965067968125	0.474188534460463	0.74431228981413	CPLM	1.99	8	8	0
ENSG00000060688	dex	untrt	0.0696547836258775	0.0914875587955161	0.475293200871826	0.74431228981413	CPLM	1.99	8	8	0
ENSG00000004766	dex	untrt	0.0556027823959156	0.0734393064326575	0.477643188808384	0.745531885163087	CPLM	1.99	8	8	0
ENSG00000041357	dex	untrt	0.0759544469905004	0.100194253137285	0.47711709324729	0.745531885163087	CPLM	1.01	8	8	0
ENSG00000007372	dex	untrt	-0.151275801229799	0.200579878142093	0.479276625728019	0.746853067021166	CPLM	1.99	8	8	0
ENSG00000007168	dex	untrt	-0.0389677960040552	0.0519175390131496	0.48129851140437	0.747548751755724	CPLM	1.84	8	8	0
ENSG00000062282	dex	untrt	0.309561364692661	0.412262453341499	0.481123376205861	0.747548751755724	CPLM	1.99	8	8	0
ENSG00000009694	dex	untrt	0.790401846298133	1.05770350588285	0.483140381735909	0.749183369717937	CPLM	1.619	8	7	12
ENSG00000005175	dex	untrt	0.159186336584683	0.214299959912293	0.48564563398362	0.751839651958328	CPLM	1.22	8	8	0
ENSG00000024862	dex	untrt	-0.0882678674541767	0.119053793426728	0.486438524898599	0.751840651675522	CPLM	1.99	8	8	0
ENSG00000060656	dex	untrt	-0.084349955323732	0.114070245860454	0.487540703835642	0.752318907219552	CPLM	1.01	8	8	0
ENSG00000063245	dex	untrt	-0.0934329592157364	0.127370299970541	0.490878058531018	0.756239086925221	CPLM	1.01	8	8	0
ENSG00000010327	dex	untrt	-0.4709219054166	0.643491260032174	0.491859402674193	0.75652280897538	CPLM	1.01	8	5	38
ENSG00000008086	dex	untrt	0.115272902878565	0.158777767018008	0.495170778604854	0.756797549849835	CPLM	1.01	8	8	0
ENSG00000023228	dex	untrt	-0.0507109622544199	0.0696367973743305	0.493906721340597	0.756797549849835	CPLM	1.295	8	8	0
ENSG00000023839	dex	untrt	-0.217846918391047	0.299636750255462	0.494580877957641	0.756797549849835	CPLM	1.99	8	8	0
ENSG00000063046	dex	untrt	0.0669628769552738	0.0922479037459494	0.49522790142966	0.756797549849835	CPLM	1.01	8	8	0
ENSG00000038358	dex	untrt	-0.0559143737688804	0.077610130828523	0.498341314763825	0.760331041335804	CPLM	1.01	8	8	0
ENSG00000047365	dex	untrt	0.364670704428046	0.516383717446187	0.506545535972732	0.771607887059587	CPLM	1.99	8	8	0
ENSG00000024526	dex	untrt	0.220580553437747	0.314034963724506	0.508744461818523	0.773715535682337	CPLM	1.99	8	8	0
ENSG00000001631	dex	untrt	0.053672216611711	0.0766655187754888	0.510095186634333	0.774528531385571	CPLM	1.599	8	8	0
ENSG00000028203	dex	untrt	0.0542678824306868	0.0776957922139351	0.511035919706974	0.774717392654821	CPLM	1.01	8	8	0
ENSG00000058091	dex	untrt	0.0415978989238314	0.0597480944208155	0.512344046361994	0.775461722484102	CPLM	1.99	8	8	0
ENSG00000041880	dex	untrt	0.0866377130474382	0.125207136587914	0.514836225100207	0.777992957993783	CPLM	1.01	8	8	0
ENSG00000003393	dex	untrt	-0.0830628887902342	0.121860099358621	0.52090356524233	0.778484225850348	CPLM	1.99	8	8	0
ENSG00000006625	dex	untrt	0.12805120131685	0.185720726186936	0.516284207267005	0.778484225850348	CPLM	1.99	8	8	0
ENSG00000011295	dex	untrt	-0.0469467257813259	0.0688599655415168	0.520817496869709	0.778484225850348	CPLM	1.01	8	8	0
ENSG00000039068	dex	untrt	-0.750492332684195	1.09186257733914	0.517534928951268	0.778484225850348	CPLM	1.094	8	3	62
ENSG00000040933	dex	untrt	0.0396166757506375	0.0578467166162768	0.519000790016758	0.778484225850348	CPLM	1.99	8	8	0
ENSG00000049449	dex	untrt	0.083245669078585	0.121139000620914	0.517628416539393	0.778484225850348	CPLM	1.99	8	8	0
ENSG00000065618	dex	untrt	0.272343554630464	0.399322594729184	0.520674304622131	0.778484225850348	CPLM	1.01	8	7	12
ENSG00000004478	dex	untrt	0.0762273377003493	0.112567665510448	0.523535103324224	0.779960460054456	CPLM	1.01	8	8	0
ENSG00000043514	dex	untrt	0.0726360110796766	0.107226081328507	0.52339262593688	0.779960460054456	CPLM	1.99	8	8	0
ENSG00000063322	dex	untrt	-0.0164723874774883	0.0244492700132028	0.525567595530122	0.781761204009539	CPLM	1.01	8	8	0
ENSG00000011465	dex	untrt	0.103536223177467	0.156405065233953	0.532572962292506	0.790156910204043	CPLM	1.99	8	8	0
ENSG00000055955	dex	untrt	-0.468822640127339	0.70876262746128	0.532877157566478	0.790156910204043	CPLM	1.01	8	5	38
ENSG00000008128	dex	untrt	0.189568153729631	0.288759120176449	0.535858544356197	0.791412320823787	CPLM	1.99	8	8	0
ENSG00000026103	dex	untrt	0.0628028348363482	0.096554246510401	0.5395000245553	0.791412320823787	CPLM	1.99	8	8	0
ENSG00000036448	dex	untrt	0.305047025429878	0.465963838410768	0.536960629919296	0.791412320823787	CPLM	1.881	8	8	0
ENSG00000036549	dex	untrt	0.0479485041789847	0.0733021932610502	0.537283651101513	0.791412320823787	CPLM	1.99	8	8	0
ENSG00000063601	dex	untrt	0.0347898828161171	0.053413156121145	0.538960750886003	0.791412320823787	CPLM	1.01	8	8	0
ENSG00000064547	dex	untrt	0.111651749617837	0.17168234034937	0.539561403132761	0.791412320823787	CPLM	1.99	8	8	0
